"row_id","area__rucc","area__urban_influence","econ__economic_typology","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_female","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__pct_hispanic","demo__pct_non_hispanic_african_american","demo__pct_non_hispanic_white","demo__pct_american_indian_or_alaskan_native","demo__pct_asian","demo__pct_adults_less_than_a_high_school_diploma","demo__pct_adults_with_high_school_diploma","demo__pct_adults_with_some_college","demo__pct_adults_bachelors_or_higher","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_excessive_drinking","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__homicides_per_100k","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","yr","heart_disease_mortality_per_100k","population","metro","p_diab_obese","p_diab_smoke","p_obese_smoke","p_all_three"
1192,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Mining-dependent",0.594,0.047,0.137,0.101,0.48,0.16,0.152,0.054,0.004,0.919,0.002,0.007,0.033966033966034,0.228771228771229,0.328671328671329,0.408591408591409,9,7,0.168,0.194,0.054,0.117,0.231,0.174,13,NA,19.4,3029,NA,"b",181,"1M+","Metro",0.009072,0.010476,0.032592,0.005475456
1194,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Farm-dependent",0.507,0.044,0.111,0.061,0.508,0.217,0.201,0.049,0.004,0.942,0,0,0.121334681496461,0.383215369059656,0.333670374115268,0.161779575328615,12,11,0.295,0.245,0.091,0.06,0.189,0.312,13,NA,20.27,2429,1919,"b",220,"2.5-20k","Non-Metro",0.026845,0.022295,0.072275,0.021321125
1195,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a large metro area","Nonspecialized",0.472,0.042,0.311,0.173,0.497,0.234,0.205,0.28,0.12,0.587,0.011,0.007,0.176176176176176,0.391391391391391,0.25025025025025,0.182182182182182,12,11,0.304,NA,0.122,0.068,0.184,0.284,9,7.5,20.34,3450,1370,"a",314,"2.5-20k","Non-Metro",0.037088,NA,NA,NA
1197,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Farm-dependent",0.483,0.037,0.413,0.2,0.483,0.312,0.13,0.6,0.016,0.366,0.014,0.016,0.296407185628743,0.334331337325349,0.240518962075848,0.12874251497006,16,8,0.298,NA,0.095,0.08,NA,0.282,9,NA,36.33,8219,2699,"b",234,"2.5-20k","Non-Metro",0.02831,NA,NA,NA
1199,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Manufacturing-dependent",0.477,0.055,0.114,0.038,0.511,0.225,0.178,0.014,0.012,0.947,0.001,0.009,0.0937808489634748,0.358341559723593,0.302073050345508,0.245804540967424,11,9,0.314,0.138,0.114,0.075,0.201,0.258,12,NA,12.55,6279,3599,"a",219,"250k-1M","Metro",0.035796,0.015732,0.043332,0.013606248
1200,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Mining-dependent",0.462,0.05,0.292,0.153,0.452,0.249,0.133,0.385,0.063,0.547,0.018,0.015,0.186069651741294,0.313432835820896,0.350248756218905,0.150248756218905,13,8,0.286,NA,0.094,0.103,NA,0.327,10,NA,18.82,3459,2440,"a",250,"2.5-20k","Non-Metro",0.026884,NA,NA,NA
1203,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Micropolitan adjacent to a small metro area","Nonspecialized",0.459,0.082,0.228,0.171,0.502,0.24,0.171,0.134,0.013,0.769,0.054,0.028,0.10010111223458,0.35793731041456,0.386248736097068,0.155712841253792,14,10,0.322,0.238,0.083,0.069,0.171,0.258,13,NA,26.07,1760,1889,"b",296,"2.5-20k","Non-Metro",0.026726,0.019754,0.076636,0.024676792
1204,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.547,0.035,0.119,0.054,0.51,0.228,0.148,0.031,0.1,0.849,0.005,0.018,0.0833333333333333,0.275490196078431,0.290196078431373,0.350980392156863,9,8,0.247,0.169,0.096,0.074,0.163,0.243,12,2.2,11.19,1800,1390,"a",240,"1M+","Metro",0.023712,0.016224,0.041743,0.010310521
1205,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Mining-dependent",0.364,0.078,0.277,0.151,0.501,0.318,0.117,0.053,0,0.469,0.467,0.007,0.161546085232904,0.313181367690783,0.337958374628345,0.187314172447968,15,8,0.254,0.092,0.099,0.064,0.07,0.264,9,NA,46.43,1240,1490,"a",174,"2.5-20k","Non-Metro",0.025146,0.009108,0.023368,0.005935472
1207,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Federal/State government-dependent",0.46,0.067,0.132,0.04,0.493,0.176,0.211,0.013,0,0.961,0.007,0.001,0.159405940594059,0.435643564356436,0.244554455445545,0.16039603960396,10,9,0.286,0.253,0.11,0.095,0.208,0.224,11,NA,NA,3120,3140,"b",196,"under 2.5k","Non-Metro",0.03146,0.02783,0.072358,0.020694388
1208,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Nonspecialized",0.348,0.069,0.305,0.112,0.476,0.288,0.137,0.038,0.412,0.487,0.071,0.009,0.242814667988107,0.352824578790882,0.282457879088206,0.121902874132805,13,13,0.364,0.271,0.163,0.129,0.118,0.36,13,11.4,27.55,5839,11640,"a",380,"2.5-20k","Non-Metro",0.059332,0.044173,0.098644,0.035906416
1210,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.53,0.064,0.306,0.13,0.521,0.216,0.153,0.256,0.263,0.429,0,0.03,0.114488348530902,0.278622087132725,0.296859169199595,0.310030395136778,12,8,0.241,0.144,0.085,0.103,0.147,0.237,11,5.08,12.45,1509,1339,"b",245,"1M+","Metro",0.020485,0.01224,0.034704,0.008363664
1213,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents","Recreation",0.411,0.062,0.324,0.122,0.499,0.188,0.238,0.093,0.013,0.865,0.005,0.005,0.197368421052632,0.332995951417004,0.302631578947368,0.167004048582996,9,13,0.23,0.269,0.107,0.072,0.156,0.319,13,NA,18.09,5459,909,"a",247,"under 2.5k","Non-Metro",0.02461,0.028783,0.06187,0.0142301
1214,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Nonspecialized",0.342,0.079,0.238,0.051,0.555,0.183,0.194,0.012,0.055,0.914,0.007,0,0.182643794147326,0.407669021190716,0.278506559031282,0.131180625630676,7,15,0.36,0.204,0.138,0.099,0.114,0.354,13,NA,20.58,7530,2309,"b",262,"2.5-20k","Non-Metro",0.04968,0.028152,0.07344,0.0264384
1217,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents","Nonspecialized",0.593,0.041,0.118,0.035,0.5,0.187,0.17,0.015,0.007,0.944,0,0.009,0.06,0.349,0.311,0.28,8,8,0.247,0.114,0.082,0.061,0.201,0.188,12,NA,11.23,1609,1399,"a",206,"2.5-20k","Non-Metro",0.020254,0.009348,0.028158,0.006955026
1220,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Nonspecialized",0.404,0.068,0.262,0.062,0.498,0.237,0.17,0.025,0.003,0.942,0.015,0.014,0.178861788617886,0.402439024390244,0.289634146341463,0.129065040650406,11,12,0.338,0.278,0.129,0.082,NA,0.323,11,NA,15.76,4619,3599,"b",332,"2.5-20k","Non-Metro",0.043602,0.035862,0.093964,0.031759832
1221,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents","Manufacturing-dependent",0.49,0.072,0.251,0.069,0.491,0.188,0.211,0.007,0.01,0.981,0.001,0.002,0.12012012012012,0.525525525525526,0.206206206206206,0.148148148148148,9,13,0.303,0.264,0.121,0.072,NA,0.371,13,NA,21.96,1430,1749,"b",299,"under 2.5k","Non-Metro",0.036663,0.031944,0.079992,0.024237576
1222,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Farm-dependent",0.341,0.08,0.3,0.095,0.484,0.229,0.159,0.018,0.262,0.695,0.001,0.01,0.155291790306627,0.439169139465875,0.300692383778437,0.10484668644906,10,11,0.311,NA,0.122,0.153,NA,0.27,12,NA,18.29,5199,3219,"b",267,"2.5-20k","Non-Metro",0.037942,NA,NA,NA
1223,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Recreation",0.44,0.069,0.125,0.044,0.502,0.211,0.165,0.018,0.005,0.951,0.006,0.005,0.112887112887113,0.381618381618382,0.306693306693307,0.198801198801199,11,10,0.314,0.204,0.105,0.078,0.232,0.231,13,NA,12.84,3700,2539,"a",262,"2.5-20k","Non-Metro",0.03297,0.02142,0.064056,0.020113584
1224,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.481,0.07,0.196,0.069,0.489,0.271,0.098,0.027,0.191,0.745,0.012,0.017,0.136676499508358,0.285152409046214,0.350049164208456,0.228121927236972,13,7,0.305,0.236,0.112,0.091,0.153,0.242,12,NA,21.35,5919,1900,"b",265,"20-250k","Metro",0.03416,0.026432,0.07198,0.0219539
1226,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a large metro area","Nonspecialized",0.46,0.063,0.192,0.079,0.513,0.22,0.187,0.042,0.13,0.807,0.009,0.008,0.124877089478859,0.343166175024582,0.27826941986234,0.253687315634218,11,11,0.333,0.188,0.117,0.081,0.166,0.273,13,4.5,22.5,4980,1540,"b",224,"2.5-20k","Non-Metro",0.038961,0.021996,0.062604,0.020847132
1228,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.39,0.064,0.332,0.163,0.507,0.252,0.127,0.183,0.109,0.692,0.011,0.008,0.235119047619048,0.381944444444444,0.279761904761905,0.103174603174603,14,10,0.315,0.316,0.093,0.077,NA,0.277,9,6.65,33.04,4799,4230,"b",379,"1M+","Metro",0.029295,0.029388,0.09954,0.0313551
1229,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Nonspecialized",0.38,0.074,0.266,0.079,0.487,0.263,0.141,0.017,0.08,0.879,0.007,0,0.195344129554656,0.406882591093117,0.273279352226721,0.124493927125506,14,10,0.352,0.233,0.114,0.092,NA,0.318,13,9.5,43.23,3850,2860,"a",368,"2.5-20k","Non-Metro",0.040128,0.026562,0.082016,0.028869632
1230,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Nonspecialized",0.53,0.036,0.12,0.035,0.511,0.212,0.191,0.035,0.01,0.925,0.003,0.006,0.062124248496994,0.321643286573146,0.395791583166333,0.220440881763527,11,12,0.304,0.176,0.101,0.055,0.182,0.274,12,NA,11.28,1610,559,"a",280,"20-250k","Non-Metro",0.030704,0.017776,0.053504,0.016265216
1234,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents","Manufacturing-dependent",0.412,0.067,0.234,0.059,0.511,0.216,0.192,0.035,0.148,0.796,0.01,0.002,0.253746253746254,0.356643356643357,0.2997002997003,0.0899100899100899,11,15,0.373,0.269,0.151,0.108,NA,0.381,13,NA,19.51,6740,2679,"a",390,"under 2.5k","Non-Metro",0.056323,0.040619,0.100337,0.037425701
1240,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Federal/State government-dependent",0.48,0.059,0.259,0.087,0.495,0.238,0.179,0.563,0.01,0.414,0.018,0.005,0.23605577689243,0.307768924302789,0.312749003984064,0.143426294820717,12,9,0.268,NA,0.087,0.081,NA,0.241,10,NA,NA,660,NA,"a",262,"under 2.5k","Non-Metro",0.023316,NA,NA,NA
1241,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents","Recreation",0.481,0.084,0.194,0.088,0.489,0.191,0.224,0.014,0.009,0.771,0.175,0.002,0.0907278165503489,0.350947158524427,0.333998005982054,0.22432701894317,10,12,0.288,0.27,0.087,0.056,0.257,0.23,11,NA,26.67,1270,919,"a",256,"2.5-20k","Non-Metro",0.025056,0.02349,0.07776,0.02239488
1244,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area","Micropolitan adjacent to a small metro area","Federal/State government-dependent",0.39,0.057,0.304,0.101,0.481,0.251,0.165,0.356,0.04,0.518,0.067,0.023,0.16869918699187,0.295731707317073,0.373983739837398,0.161585365853659,14,9,0.246,0.245,0.092,0.089,0.151,0.232,10,5.6,13.25,2730,2059,"a",259,"20-250k","Non-Metro",0.022632,0.02254,0.06027,0.01482642
1245,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Federal/State government-dependent",0.457,0.053,0.232,0.064,0.466,0.226,0.156,0.014,0.239,0.729,0.005,0.005,0.269889224572004,0.401812688821752,0.215508559919436,0.112789526686808,10,9,0.328,0.246,0.128,0.116,NA,0.376,13,NA,21.15,7140,4769,"a",464,"2.5-20k","Non-Metro",0.041984,0.031488,0.080688,0.026465664
1248,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Farm-dependent",0.54,0.043,0.163,0.079,0.474,0.247,0.184,0.023,0.016,0.947,0.008,0,0.070635721493441,0.32795156407669,0.392532795156408,0.208879919273461,9,10,0.321,0.123,0.109,0.084,0.097,0.295,10,NA,NA,2010,2020,"a",288,"under 2.5k","Non-Metro",0.034989,0.013407,0.039483,0.012674043
1249,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area","Micropolitan adjacent to a large metro area","Manufacturing-dependent",0.42,0.068,0.258,0.078,0.512,0.263,0.137,0.124,0.069,0.776,0.008,0.013,0.211634904714142,0.409227683049147,0.24172517552658,0.13741223671013,13,10,0.357,0.253,0.108,0.091,NA,0.37,14,3.7,23.09,3530,3030,"a",352,"20-250k","Non-Metro",0.038556,0.027324,0.090321,0.032244597
1250,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area","Micropolitan adjacent to a small metro area","Nonspecialized",0.439,0.068,0.261,0.061,0.504,0.239,0.146,0.037,0.037,0.891,0.007,0.003,0.170731707317073,0.372967479674797,0.263211382113821,0.193089430894309,13,11,0.344,0.163,0.108,0.083,0.092,0.278,12,3.68,25.96,3139,2050,"b",350,"20-250k","Non-Metro",0.037152,0.017604,0.056072,0.019288768
1251,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a large metro area","Mining-dependent",0.509,0.04,0.318,0.171,0.515,0.218,0.206,0.101,0.01,0.868,0.019,0.002,0.183198380566802,0.341093117408907,0.321862348178138,0.153846153846154,12,15,0.27,NA,0.111,0.079,NA,0.262,10,NA,29.66,3249,2790,"a",385,"2.5-20k","Non-Metro",0.02997,NA,NA,NA
1255,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Nonspecialized",0.509,0.058,0.189,0.068,0.514,0.235,0.163,0.013,0.05,0.908,0,0.004,0.159203980099502,0.37910447761194,0.267661691542289,0.194029850746269,13,11,0.272,0.239,0.091,0.085,0.118,0.325,10,NA,17.06,2150,1139,"b",307,"20-250k","Non-Metro",0.024752,0.021749,0.065008,0.017682176
1257,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Manufacturing-dependent",0.442,0.057,0.245,0.072,0.495,0.266,0.117,0.055,0.019,0.915,0.006,0,0.181726907630522,0.442771084337349,0.272088353413655,0.103413654618474,10,8,0.295,0.451,0.121,0.092,NA,0.389,13,NA,38.84,8469,2820,"a",370,"1M+","Metro",0.035695,0.054571,0.133045,0.039248275
1258,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents","Farm-dependent",0.44,0.031,0.352,0.213,0.506,0.249,0.183,0.021,0.001,0.757,0.205,0.004,0.0711382113821138,0.350609756097561,0.34349593495935,0.234756097560976,10,9,0.276,0.156,0.094,0.082,0.211,0.293,12,NA,NA,5840,5900,"a",226,"under 2.5k","Non-Metro",0.025944,0.014664,0.043056,0.011883456
1262,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a large metro area","Federal/State government-dependent",0.365,0.091,0.251,0.095,0.496,0.196,0.202,0.036,0.53,0.374,0.049,0.002,0.216,0.353,0.28,0.151,10,11,0.343,0.229,0.165,0.148,NA,0.309,12,10.33,32.75,5429,6950,"b",265,"under 2.5k","Non-Metro",0.056595,0.037785,0.078547,0.026941621
1263,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Federal/State government-dependent",0.356,0.065,0.201,0.066,0.447,0.206,0.152,0.015,0.043,0.927,0.002,0.003,0.201637666325486,0.526100307062436,0.212896622313204,0.0593654042988741,11,11,0.308,0.324,0.114,0.09,NA,0.346,13,7.2,30.9,7299,7309,"a",280,"250k-1M","Metro",0.035112,0.036936,0.099792,0.030735936
1264,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Manufacturing-dependent",0.478,0.056,0.247,0.081,0.518,0.239,0.164,0.072,0.069,0.853,0.007,0.01,0.174041297935103,0.369714847590954,0.295968534906588,0.160275319567355,11,9,0.327,0.201,0.14,0.099,NA,0.368,13,NA,24.83,1440,1660,"b",294,"250k-1M","Metro",0.04578,0.02814,0.065727,0.021492729
1265,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Mining-dependent",0.453,0.052,0.273,0.119,0.502,0.243,0.174,0.035,0.004,0.787,0.129,0.007,0.132602193419741,0.419740777666999,0.281156530408774,0.166500498504487,13,13,0.368,0.237,0.151,0.075,NA,0.407,10,NA,34.37,1280,4179,"b",363,"250k-1M","Metro",0.055568,0.035787,0.087216,0.032095488
1266,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.473,0.049,0.228,0.098,0.526,0.203,0.211,0.128,0.127,0.708,0.015,0.01,0.136590229312064,0.233300099700897,0.261216350947159,0.36889332003988,9,10,0.267,0.201,0.094,0.079,0.171,0.213,12,6.14,24.04,4450,2210,"b",186,"250k-1M","Metro",0.025098,0.018894,0.053667,0.014329089
1267,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Nonspecialized",0.409,0.07,0.222,0.041,0.514,0.23,0.19,0.012,0.131,0.83,0.009,0.002,0.201005025125628,0.332663316582915,0.321608040201005,0.144723618090452,12,14,0.321,0.28,0.136,0.091,0.114,0.372,13,NA,23.86,2910,2099,"a",318,"2.5-20k","Non-Metro",0.043656,0.03808,0.08988,0.02885148
1270,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents","Recreation",0.433,0.07,0.274,0.101,0.511,0.2,0.228,0.051,0.006,0.935,0.003,0.013,0.182,0.328,0.298,0.192,9,12,0.292,0.215,0.104,0.079,0.062,0.314,13,NA,16.79,3550,1360,"b",238,"under 2.5k","Non-Metro",0.030368,0.02236,0.06278,0.01833176
1273,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents","Federal/State government-dependent",0.458,0.037,0.397,0.219,0.498,0.206,0.232,0.512,0.008,0.451,0.018,0.014,0.207280080889788,0.294236602628918,0.246713852376138,0.251769464105157,13,8,0.293,NA,0.119,NA,0.183,0.297,9,NA,NA,NA,1960,"b",204,"under 2.5k","Non-Metro",0.034867,NA,NA,NA
1274,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.49,0.046,0.161,0.044,0.517,0.229,0.163,0.049,0.29,0.607,0,0.034,0.120240480961924,0.276553106212425,0.298597194388778,0.304609218436874,12,11,0.277,0.195,0.122,0.099,0.174,0.253,14,8.6,5.96,1060,890,"a",288,"1M+","Metro",0.033794,0.02379,0.054015,0.014962155
1275,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.505,0.047,0.267,0.105,0.523,0.168,0.216,0.085,0.096,0.76,0.014,0.034,0.0969337289812067,0.29673590504451,0.311572700296736,0.294757665677547,9,12,0.237,0.2,0.109,0.089,0.176,0.197,11,4.47,13.92,1629,1129,"b",255,"1M+","Metro",0.025833,0.0218,0.0474,0.0112338
1280,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Recreation",0.463,0.062,0.254,0.101,0.501,0.226,0.166,0.062,0.165,0.742,0.011,0.018,0.145113524185587,0.313919052319842,0.325765054294176,0.215202369200395,11,10,0.269,0.287,0.128,0.08,0.175,0.242,12,2.3,22.42,3069,3179,"a",239,"250k-1M","Metro",0.034432,0.036736,0.077203,0.020767607
1283,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area","Noncore adjacent to a large metro area","Recreation",0.457,0.057,0.162,0.054,0.482,0.228,0.154,0.146,0.077,0.739,0.007,0.013,0.133,0.336,0.301,0.23,11,9,0.304,0.249,0.117,0.085,0.185,0.233,11,2.1,14.87,2390,2130,"a",293,"20-250k","Non-Metro",0.035568,0.029133,0.075696,0.023011584
1284,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area","Micropolitan adjacent to a large metro area","Manufacturing-dependent",0.476,0.082,0.191,0.081,0.513,0.252,0.145,0.066,0.02,0.912,0.003,0.01,0.123517786561265,0.481225296442688,0.265810276679842,0.129446640316206,13,10,0.328,0.317,0.11,0.068,0.263,0.322,14,NA,17.86,3319,2200,"b",274,"20-250k","Non-Metro",0.03608,0.03487,0.103976,0.034104128
1286,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.454,0.095,0.292,0.073,0.492,0.294,0.11,0.507,0.058,0.316,0.028,0.114,0.265346534653465,0.22970297029703,0.314851485148515,0.19009900990099,16,7,0.284,0.142,0.085,0.075,0.174,0.183,10,7.6,14.68,1789,1560,"a",274,"250k-1M","Metro",0.02414,0.01207,0.040328,0.011453152
1288,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Manufacturing-dependent",0.451,0.077,0.23,0.064,0.522,0.262,0.129,0.029,0.288,0.678,0.005,0.011,0.168831168831169,0.277722277722278,0.341658341658342,0.211788211788212,14,10,0.311,0.232,0.123,0.118,0.084,0.313,12,4.97,23.78,1789,1120,"b",339,"20-250k","Non-Metro",0.038253,0.028536,0.072152,0.022439272
1289,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.467,0.032,0.169,0.108,0.492,0.35,0.074,0.115,0.01,0.832,0.006,0.011,0.0666666666666667,0.174747474747475,0.386868686868687,0.371717171717172,21,4,0.236,0.059,0.051,0.066,0.044,0.137,12,0,7.46,1569,2269,"a",237,"250k-1M","Metro",0.012036,0.003009,0.013924,0.003286064
1293,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Farm-dependent",0.48,0.071,0.299,0.069,0.488,0.306,0.134,0.397,0.014,0.564,0.018,0.005,0.241344195519348,0.267820773930754,0.331975560081466,0.158859470468432,16,7,0.334,0.16,0.081,0.072,0.145,0.268,11,5.4,17.09,2179,2029,"a",244,"20-250k","Non-Metro",0.027054,0.01296,0.05344,0.01784896
1294,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.534,0.037,0.19,0.116,0.514,0.242,0.103,0.191,0.1,0.632,0.016,0.045,0.0874371859296482,0.208040201005025,0.308542713567839,0.395979899497487,13,6,0.205,0.143,0.06,0.096,0.179,0.164,13,4.13,7.65,1089,1269,"b",209,"1M+","Metro",0.0123,0.00858,0.029315,0.006009575
1297,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area","Micropolitan adjacent to a small metro area","Nonspecialized",0.361,0.072,0.244,0.051,0.535,0.198,0.191,0.011,0.057,0.911,0.004,0.009,0.178318135764944,0.381965552178318,0.259371833839919,0.180344478216819,11,15,0.345,0.285,0.158,0.129,0.065,0.352,13,11.5,19.12,2580,1680,"a",315,"20-250k","Non-Metro",0.05451,0.04503,0.098325,0.033922125
1298,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents","Federal/State government-dependent",0.447,0.038,0.416,0.199,0.51,0.252,0.154,0.75,0.002,0.224,0.027,0.004,0.387225548902196,0.323353293413174,0.194610778443114,0.094810379241517,11,7,0.297,NA,0.108,0.09,NA,0.263,11,NA,NA,NA,2380,"b",243,"under 2.5k","Non-Metro",0.032076,NA,NA,NA
1299,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Federal/State government-dependent",0.551,0.028,0.143,0.058,0.492,0.234,0.118,0.058,0.038,0.844,0.007,0.037,0.0632530120481928,0.232931726907631,0.344377510040161,0.359437751004016,13,7,0.26,0.193,0.07,0.065,0.202,0.184,10,1.9,5.87,1099,1410,"a",199,"250k-1M","Metro",0.0182,0.01351,0.05018,0.0130468
1300,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.509,0.066,0.264,0.108,0.509,0.235,0.104,0.077,0.437,0.406,0.001,0.056,0.0904522613065327,0.185929648241206,0.236180904522613,0.487437185929648,13,7,0.222,0.136,0.091,0.102,0.178,0.177,13,11.4,10.07,1530,1010,"a",257,"1M+","Metro",0.020202,0.012376,0.030192,0.006702624
1302,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Federal/State government-dependent",0.435,0.062,0.138,0.044,0.479,0.175,0.187,0.049,0.057,0.87,0.005,0.018,0.130699088145897,0.363728470111449,0.304964539007092,0.200607902735562,9,10,0.302,0.268,0.094,0.1,0.189,0.276,11,NA,14.07,3060,2870,"b",281,"2.5-20k","Non-Metro",0.028388,0.025192,0.080936,0.024442672
1308,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.467,0.067,0.275,0.092,0.527,0.227,0.126,0.055,0.392,0.506,0.006,0.021,0.117469879518072,0.253012048192771,0.30421686746988,0.325301204819277,14,8,0.271,0.184,0.107,0.101,0.16,0.238,13,12.19,13.96,1749,1170,"b",280,"250k-1M","Metro",0.028997,0.019688,0.049864,0.013513144
